path|transcript|duration
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_579.wav|قلتله كلشي قلت رجعت لصفر كيفاش تقبلت|3.859
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_580.wav|دغيا حيت مني ك نعترف|3.181
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_581.wav|بالحاجه وكن قوها لونج ما عندنا حى حاجه|4.1
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_582.wav|باقى نخبيها دونك|3.5
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_583.wav|الاعتراف حيت شنو اللي صعيب ماشي تقول لي|3.06
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_584.wav|لراسك تقولي لاخر حيت اللي كيفش را|2.659
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_585.wav|مايخافش هو حد فشل را كيخاف الاخر يقوله|2.581
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_586.wav|راك فشلتي انا خرجت لهم داكشي علاش من|3.98
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_587.wav|جايه انا ما تنساش انا تنمر علي عندي خمس|3.7
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_588.wav|سنين وست سنين انا مولفه الحجر انت ضربي|4.98
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_589.wav|غير بخشبه تقوللي فشلت ولا مني درتي فايض|3.38
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_590.wav|علاش انا جايبه شي حاجه من|5.3
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_591.wav|ضاربا جي كونست حيت لا كباس والخدمه اللي|3.939
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_592.wav|خدمتها خدمها الصغر منلي ك تخرجي وانت|3.141
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_593.wav|عندك ست سنين وسبع سنين وث سنين وكلشي|2.939
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_594.wav|كيهضر وكلشي كيضحك وكلشي كيقول وكلشي|2.421
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_595.wav|كيعاود وكلشي كينت لك دزي الطابل عندي|4.02
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_596.wav|واحد الطبز احمر وضفر شعرك وتكوني غامي|3.86
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_597.wav|كتسمع تقولوا تقوللك ا مسكينه ما عندش|4.22
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_598.wav|باها كتسمع في وذنك كترجع كع واحد جويات|5.62
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_600.wav|لو انا اللي كنقول انت|3.22
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_601.wav|كقول وهنا فين كين الفرق دك منين فشلت|3.7
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_603.wav|ما بقش الشعر والله العلي العظيم حاجه انا|3.18
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_604.wav|نقوللهم خدمتني في|2.019
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_605.wav|حياتي هذا|3.901
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_606.wav|ماشلت مات|5.78
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_607.wav|مع اكثر انسان حبيته فطريا اكث انسان|4.459
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_608.wav|حبيته حقيقيا من هذاك تقتل ش المقتول كود|5.621
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_611.wav|مقتول مقتول|3.14
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_613.wav|جسد بروح الهيه ولكن بدون قلب المده طويله|5.421
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_614.wav|في حياتي و رغ|2.98
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_615.wav|تزوجت العلاقات شوف تفهم|5.1
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_616.wav|واحد فطريا احنا خلقنا لنتزوج|5.78
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_617.wav|كين نقدر نقول فئه كبيره من العيالات|4.54
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_618.wav|مزوجين برجال ماكيب وكين فئه كبيره من|3.58
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_619.wav|العيلا تزوج برجال كوهم|2.62
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_620.wav|وصدمهم هذا الشي اللي مافهمش لان|5.139
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_621.wav|الحب كتعريف للحب ليس هناك حب هناك حب|3.981
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_622.wav|الله من غيره يكذب عليك حيت مني كتعلق|2.98
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_623.wav|قلبك بسيدي ربي صافي ماكينش با دو بلاس|2.98
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_624.wav|احنا مني كنبغي كخدم في شيفت ماينس كقولها|2.54
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_625.wav|خرجي لي سكو تيس بلاسي كيكك شوز باش كنبغي|3.14
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_626.wav|نحطلك واحد الحاجه جديده ولا واحد المعتقد|2.22
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_627.wav|جد خصي نخرج القديم نوايه ونعاود نحطلك|3.58
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_628.wav|واحد يونس جديده ونطبقها وندير لكراج|2.5
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_629.wav|وتشوفيها انا واحد واحد الاحساس اللي|2.86
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_630.wav|ماكينش القلب عامر واش كين شي مرا ك تحب|2.699
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_631.wav|واحد السيده تعاود تحب عليه ولكن ك را كحب|4.141
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_632.wav|واحد المره يقدر يعاود يحب|2.62
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_633.wav|عليها فطريا نو|5.22
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_634.wav|فطريا ديبون|3.1
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_635.wav|ديبون م هشي راه ربي خلقه في الرجل الرجل|5.54
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_637.wav|مرا ك ياخذوا|3.06
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_638.wav|الرسول عليه افل الصلاه والسلام انه حب|2.179
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_639.wav|عائشه رضي الله عنها وارضاها|2.861
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_642.wav|خديجه امنا|3.619
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_643.wav|خديجه مكان را|4.661
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_644.wav|اخرى عائشه ي الله عنها وارضاها دخل دخلوا|4.899
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_645.wav|عيالات اخرى كانت عنده القابليه لاستقبال|3.381
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_646.wav|عيالات اخرى هذا من منظوري هذا لا يعني|3.58
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_647.wav|بانني افتي اولا كنقول هشي هشي اللي وصلت|3.58
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_648.wav|له انا بهذا العقل اللي انا عندي دابا|2.659
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_649.wav|ممكن غدا ولا بعد غدا نبدل الفكره دونك|3.381
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_650.wav|انا بالنسبه لي الرجل مؤهل اكثر انه يكون|2.54
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_651.wav|في حياته اكثر من امراه وي هذ هذ سي س|3.62
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_652.wav|الاسلام ديالنا اطان شرعيه ان يكون عننا|4.14
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_653.wav|اربعه العيالات م ماشي حيت غير كحبك اربعه|4.099
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_654.wav|العيال اكت حيتاش ك كين ديي للفهم ديال|3.981
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_657.wav|اكت الد الرسول عليه الصلاه|3.1
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_658.wav|والسلام الزواج دياله كان عنده حكمه ابي س|5.339
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_659.wav|كان خصه|3.461
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_660.wav|سند حيت سيدتنا ولا امنا خديجه رضي الله|4.419
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_661.wav|عنها وارضاها كانت اول|4.821
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_663.wav|احنا خلقنا لن تزاوج ولكن بغط النظر على|3.26
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_664.wav|اننا اوبلي نكون كنت كنحب واحد الرجل عاد|4.02
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_665.wav|نزوج به هذ الفكره هذه هي فكره يمكن|3.74
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_666.wav|رجولها في الافلام وفي المسلسلات و ولكن|4.06
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_667.wav|الحقيقه شيء اخر شنو هي الحقيقه بالنسبه|3.14
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_668.wav|لك انت كيفاش زعما يكون خص يكون ورحمه شوف|4.94
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_669.wav|ربي سبحانه وتعالى دقيق في كلامه را هو|4.14
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_670.wav|الخالق ما كيخليك|3.7
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_672.wav|ديري وما تمش حيت كتكون بينك وبينه موده|4.9
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_673.wav|عندك الود والرحمه فتقدر انك تفوتي الخطوط|3.859
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_674.wav|الحمراء فقط ونفس الش بالنسبه لرجل ال كان|3.661
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_675.wav|كودك ويحترمك ويقدرك ورحم بك والله العلي|4.699
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_676.wav|العظيم ابدا ما يقدر ياديك ولكن حتى لو|3.58
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_679.wav|للامانه فيك|2.701
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_680.wav|الوقت ما كش مؤهل|3.5
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_682.wav|عن عفر كان|2.74
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_683.wav|عنث من|2.66
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_684.wav|الزواج لكن مكتيب الزواج ماكانش بالنسبه|4.18
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_685.wav|لك المطق الغليظ يعني عندي 24 عام جا|4.34
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_687.wav|مناسب كان كبر مني|3.78
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_688.wav|يعني كان ابن|3.38
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_689.wav|ئله انسان|2.18
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_691.wav|الزوجيه تعقدوا علاش اريت كون بقيت كيف ما|4.621
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_692.wav|كانالي تزوجت ودا|3.779
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_698.wav|الخدمه عند فلوس|5.379
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_703.wav|ماشش السلام عليكم وعليكم|3.459
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_706.wav|تفضل نناقش|4.18
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_707.wav|معك وهو|5.219
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_708.wav|لا شوف للامانه باشوف لا يغرك الامر عليك|4.261
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_709.wav|الكذب احنا هذ غوش ميديا كحق تكذبي فيوش|5.66
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_710.wav|ميدي وتلمع الصوره ديالك وغ قدام الله|2.18
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_711.wav|ماشي مشكلنا على الاف الناس ماكنش|4.06
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_712.wav|انسانه مولفه واحد المستوى اجتماعي مولفه|4.9
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_713.wav|واحد الشكل من|1.86
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_714.wav|العيشه تشدها انت كرجل وتهبط لواحد|5.179
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_717.wav|اقتنعت بان عندك المؤهلات باش انك تقط|5.86
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_718.wav|تقدر الزواج|2.659
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_719.wav|تقدر الاسره را الزواج را الناس خوها|3.701
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_720.wav|بواحد العبط واش نقول كنحماق عليك وسكن في|4.26
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_721.wav|بيت هذوك الوليدات ديالنا فين يقرا ال|3.939
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_722.wav|مرضوا باش غيدا باش غدي نصفهم ليز|3.141
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_723.wav|اكتيفيتي ديالهم باش مكتوبه باش غادي يجي|3.699
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_724.wav|يقول دخل عندي ولدي يقوللي|2.421
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_725.wav|ماماي عشتو|2.26
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_726.wav|انا اوكي عشته ماما علاش هما كيمشيو لسبان|5.939
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_727.wav|وحنا لا حيت هذا السؤال غ يسول لي ولدي|2.741
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_728.wav|وغادي يقول لي مني ما قداش عي علاش ولد|2.859
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_729.wav|تيني وهدشي غيكون اكيد ان المشاهدين ان|3.141
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_730.wav|ولادهم كيقولك علاش انا ما عنديش را هي|2.86
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_731.wav|هذك اطم دي امسيتم علاش وتيني من انت ما|3.98
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_732.wav|عندكش باش تشري ايباد منين انت ما عندكش|2.34
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_733.wav|باش دي ليز اكتيفيتي دونك هذا الزوج هذا|2.98
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_734.wav|خص يكون قادر على|3.62
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_735.wav|المسؤوليه ما عندهاش تصنيف بشحال عندك حيت|5.1
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_736.wav|يا ما كنعرف الناس|5.06
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_737.wav|دجوني كلها من الابناك بالنسبه|3.659
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_738.wav|لو ديور كلشي ابويكي ما عنده والو حياته|5.3
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_739.wav|كلها كدور في كريدي ما عنده حى حاجه مع|3.26
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_740.wav|انه اسم ثقيل في السوق عنده مشاريع عنده|3.861
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_741.wav|عنده ولكن عنده ديك يتصف بالغنى ولكن هو|4.54
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_742.wav|ليس بغني كله كريدي كله كريدي دونك ما|4.94
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_743.wav|بقاش انه يجي عنده طوموبيل ولا عنده الدار|2.379
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_744.wav|ولا غ يسكني في الفيلا ولا ن خصه يقد على|3.82
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_745.wav|الاسره مني كنقول الاسره خصك تقد لانك انت|3.621
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_746.wav|غتكون الراعي ديال|2.659
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_747.wav|البيت تقد تقري دوك الوليدات بما يرضي|3.021
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_748.wav|الله كقولك انا غ تقريه ل ضروري تدخلهم ل|3.02
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_749.wav|ليكول اميريكان اصلا ولادي مادخل ليكول|2.54
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_750.wav|اميريكان ضد هشي كامل مي تكون قد على ان|4.3
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_751.wav|وليداتنا من يمرضوا ندم|2.46
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_752.wav|بعفه فقط داري ندخل تكون كنابل|5.3
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_753.wav|ل حيت الليغ تقوللك انا نكافح معه تكافح|5.06
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_754.wav|مع حبيبه ديالي العام الاول العام الثاني|2.38
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_755.wav|الهار غ توقفي على المرض ويكون سكق وطل|5.02
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_756.wav|انا ال تعطلت حتى دابا ورفضت بزاف كنقلب|4.659
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_757.wav|على شخص المناسب لان هذا السيد ان شاء|1.901
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_758.wav|الله بحوله وقوت كتبلي ربي وعلم ب في|3.34
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_760.wav|نهائيا لا كان المشكل هي اني كان عندي|3.26
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_761.wav|توجهات اخرى|2.699
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_762.wav|وهو كان عنده متطلبات اخرى من حقه وان كان|4.26
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_763.wav|عندي اهداف اخرى|2.661
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_764.wav|حقي فالتقينا واحد الطريقه يعني في واحد|3.9
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_768.wav|تي مسي|4.34
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_770.wav|تشيع دو بقيت|3.38
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_772.wav|مسيم تقتي في الحلم|3.099
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_774.wav|برافو ي|2.58
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_776.wav|ماوش ناس مؤهلات اثر منك|4.1
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_779.wav|عفق وتن كوني على يقين بانك رسالتك في|4.941
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_780.wav|الحياه اكملت على على اكمل|4.26
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_781.wav|وجه عفر ش تبغي تكوني عندك|5.58
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_783.wav|صعيب علاش الامانه صعيب انا ولفت انني|4.54
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_784.wav|بوحدي ماقتلك الوحدانيه|3.34
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_785.wav|بالعكس انا استمتع في|3.7
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_786.wav|وحدت تقولي باق شويه صغيره باقي عندك شيه|3.26
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_787.wav|لا ماينو يمكن من مايبقاش عندك باش تولدي|5.82
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_788.wav|مثلا اللي كيهك على العيالات انا تنقول|3.06
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_789.wav|لها حبيبتي لو استمتعتي مع|3.739
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_790.wav|نفسك بلا وليدات غ تستمتعي اكثر كانوا|3.821
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_791.wav|الوليدات الولاد ماشي غون ولكن اوبجيكتيف|5.1
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_793.wav|لاخير الهي|2.259
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_794.wav|ورزق كذب عليك|2.661
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_795.wav|الكذب ربي قال المال والبنون زينه الحياه|4.459
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_796.wav|الدنيا والباقيات انا المال والبنون|3.381
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_797.wav|بالنسبه لي هما ليبيلي اللي حطنا ربي|3.38
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_798.wav|عطاني هذا حمدا لله اعطاني هذا حمدا لله|4.619
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_799.wav|ماطاش بجوج حمدا لله اعطاهم بجوج حمدا لله|4.981
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_800.wav|كتكون في واحد التوازن اللي مايخليك كطلع|3.66
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_801.wav|ايماج انني انا كنت مكلفه على نفسي|4.7
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_805.wav|المقارنه يعني|3.02
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_809.wav|وكن انامشي معك كك انامشي معك وفي الحياه|5.459
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_810.wav|العمليه يعني كل شهير|3.381
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_811.wav|كجيني شي حد ولد عم واحد|4.019
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_812.wav|الس يعني الحمد لله ربي سبحانه|4.581
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_814.wav|كيبغي يقول انا باقى مطلوبه ولو ما يبقى|3.38
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_815.wav|تجيني حى شي دما ماشي مشكل عن انا مرتاحه|3.899
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_817.wav|انا ه لي دوموند يجيوني مايعطوني واحد لا|3.981
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_818.wav|فالغ اجوي وماك نقصو مني ال ما جونيش|5.22
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_819.wav|العيالات اللي ما عندهمش البنات اللي|1.82
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_820.wav|تعطلوا في السن بالنسبه لهم هما تعطلوا ما|2.9
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_821.wav|تزوجو راه الامر ماكي قيمكم تقييمي لنفسي|4.579
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_822.wav|اكبر بكثير من تقييمي لي من الاخر واش|3.261
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_823.wav|بغاني لزواج|1.54
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_824.wav|ماي هو كيبغي الزواج را انا اللي كنقول ش|4.379
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_825.wav|بغيتك ش عارفين ش هي ش عارفي شن هو|4.141
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_826.wav|الزواج مني كجي تطلب واحد السيده زوج|3.939
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_827.wav|بها تتطلبها للزواج هل يتم الزواج لو|4.741
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_830.wav|لكنون عش تقالت ما|3.899
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_831.wav|فهمتيني عند من كوقف عن البنت في الزواج|4.621
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_833.wav|الزواج دونك ما يقيمني انا و قال بغيت|5.259
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_834.wav|نزوج بك ولا ما بغيتش نزوج بك ولكن هذا|3.58
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_835.wav|شنو عطاني يعطيني الحمد لله الحمد لله|3.581
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_836.wav|الحمد لله انني خدامه صح على السوشيال|3.06
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_837.wav|ميدي بان هذوك الرجال اللي كيقول انا ديفو|4.82
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_838.wav|باش نشوفوها تعرفوا لنيه الزواج يعني|5.06
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_841.wav|ولفنا ان دل على شيء فدل على ان الزواج ما|4.981
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_843.wav|وقت ما تقيمي راسك شش انا زوج|4.621
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_844.wav|اسج ا نسولك واحد السؤال علاش كيوني|5.82
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_845.wav|مجح مثلا اطيني بغيت الراي ديالك انت كرجل|4.259
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_846.wav|يعني كتشوف قدامك واحد الانسانه مغربيه|3.02
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_847.wav|مسلمه عش وتحتي معيا عندك|5.101
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_848.wav|واح علاش واح الانسان يتقدم|5.14
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_851.wav|ولا كه على|3.1
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_852.wav|فيت ولا شك|3.659
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_853.wav|شكلا مضمونا|2.701
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_854.wav|هذو كيشوف الشكل المضمون وكيفاش كته|5.659
C:\Users\ASUS\Desktop\dataset\dataset_0\audio_chunk_855.wav|مع انني مع انني|3.02
